"gender","round","order","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","age","field_cd","mn_sat","tuition","race","imprace","income","goal","date","go_out","dec","like","imprelig","university","diff_age"
"M",18,12,"N",0.29,"Y",26,"Cauc",15,20,15,30,10,10,"Y",13,13,13,13,33,13,24,"Law",1450,26170,"Cauc",3,26706,"Meet","1Month","2Week","Y",7,2,"N",2
"M",18,18,"Y",0.08,"Y",22,"Cauc",8,20,25,25,12,10,"Y",17,17,17,17,15,15,24,"Law",1450,26170,"Cauc",3,26706,"Meet","1Month","2Week","Y",7,2,"N",2
"M",18,16,"N",0.1,"Y",24,"Cauc",18,19,16,15,15,17,"Y",12,19,19,17,17,17,24,"Law",1450,26170,"Cauc",3,26706,"Meet","1Month","2Week","Y",8,2,"N",0
"M",18,8,"N",0.28,"Y",33,"Cauc",20,20,20,10,10,20,"N",11,17,17,17,17,20,24,"Law",1450,26170,"Cauc",3,26706,"Meet","1Month","2Week","N",7,2,"N",9
"M",18,3,"N",-0.11,"N",25,"Asian",15,18,18,18,15,16,"N",16,18,20,13,18,16,24,"Law",1450,26170,"Cauc",3,55080,"Meet","1Month","2Week","N",7,2,"N",1
"M",18,13,"N",0.22,"Y",38,"Cauc",15,15,20,15,15,20,"N",17,17,17,17,17,17,29,"Econ",1360,26062,"Cauc",7,55080,"Meet","1Week","SevWeek","N",6,2,"N",9
"M",18,10,"N",-0.38,"N",33,"Black",20,20,20,15,15,10,"N",18,18,16,16,16,16,29,"Econ",1206,22481,"Cauc",7,80006,"Meet","1Week","SevWeek","N",6,2,"N",4
"M",18,11,"N",0.29,"Y",24,"Cauc",20,10,20,35,5,10,"N",19,16,19,19,14,14,29,"Econ",1210,13046,"Cauc",7,36594,"Meet","1Week","SevWeek","N",6,2,"N",5
"M",18,5,"N",0.15,"Y",28,"Cauc",25,25,25,10,10,5,"N",14,14,14,24,14,19,29,"Econ",1360,26062,"Cauc",7,55080,"Meet","1Week","SevWeek","N",5,2,"N",1
"M",18,14,"N",-0.3,"Y",27,"Cauc",25,20,10,20,15,10,"Y",7,3,10,28,31,21,29,"Econ",1206,22481,"Cauc",7,80006,"Meet","1Week","SevWeek","Y",7,2,"N",2
"M",18,4,"Y",0.11,"Y",23,"Cauc",20,20,20,20,20,0,"Y",19,19,19,19,13,11,29,"Econ",1210,12900,"Cauc",7,48785,"Meet","1Week","SevWeek","Y",9,2,"N",6
"M",18,18,"Y",0.47,"Y",25,"Cauc",25,20,20,20,10,5,"Y",18,11,18,23,18,11,29,"Econ",1206,22481,"Cauc",7,80006,"Meet","1Week","SevWeek","Y",6,2,"N",4
"M",18,2,"N",0.39,"Y",26,"Cauc",15,10,30,10,15,20,"N",19,14,17,19,19,12,29,"Econ",1360,26062,"Cauc",7,55080,"Meet","1Week","SevWeek","N",3,2,"N",3
"M",18,1,"Y",0.01,"Y",25,"Cauc",20,15,25,15,15,10,"Y",15,17,17,17,17,15,29,"Econ",1210,12900,"Cauc",7,48785,"Meet","1Week","SevWeek","Y",10,2,"N",4
"M",18,15,"N",-0.16,"Y",24,"Cauc",22,17,15,15,15,16,"N",14,17,17,17,17,17,29,"Econ",1400,26019,"Cauc",7,62997,"Meet","1Week","SevWeek","N",6,2,"N",5
"M",18,8,"Y",-0.09,"Y",21,"Cauc",20,30,20,20,0,10,"Y",11,19,19,19,19,15,29,"Econ",1360,26062,"Cauc",7,55080,"Meet","1Week","SevWeek","Y",8,2,"N",8
"M",18,6,"N",0.36,"N",30,"Asian",10,20,20,10,10,30,"N",18,18,18,18,18,11,29,"Econ",1360,26062,"Cauc",7,55080,"Meet","1Week","SevWeek","N",3,2,"N",1
"M",18,16,"N",0.26,"Y",28,"Cauc",35,0,35,10,10,10,"N",20,17,17,17,17,11,29,"Econ",1331,12350,"Cauc",7,52318,"Meet","1Week","SevWeek","N",4,2,"N",1
"M",18,3,"Y",0.4,"Y",26,"Cauc",15,20,15,30,10,10,"Y",16,16,18,20,18,12,29,"Econ",1360,26062,"Cauc",7,55080,"Meet","1Week","SevWeek","Y",7,2,"N",3
"M",18,9,"Y",0.36,"Y",22,"Cauc",8,20,25,25,12,10,"Y",17,19,19,17,14,14,29,"Econ",1360,26062,"Cauc",7,55080,"Meet","1Week","SevWeek","Y",6,2,"N",7
"M",18,7,"N",0.45,"Y",24,"Cauc",18,19,16,15,15,17,"N",17,20,15,17,13,17,29,"Econ",1400,26019,"Cauc",7,62997,"Meet","1Week","SevWeek","N",5,2,"N",5
"M",18,17,"N",0.38,"Y",33,"Cauc",20,20,20,10,10,20,"N",13,19,15,19,15,19,29,"Econ",0,0,"Cauc",7,40409,"Meet","1Week","SevWeek","N",7,2,"N",4
"M",18,12,"N",0.31,"N",25,"Asian",15,18,18,18,15,16,"N",17,19,17,19,19,10,29,"Econ",1290,21645,"Cauc",7,25786,"Meet","1Week","SevWeek","N",6,2,"N",4
"M",18,9,"N",0.24,"Y",28,"Cauc",25,25,25,10,10,5,"N",15,15,15,15,15,24,29,"Econ",1210,12900,"Cauc",1,48785,"Meet","2Month","2Week","N",5,1,"N",1
"M",18,8,"N",0.36,"Y",23,"Cauc",20,20,20,20,20,0,"N",18,18,18,18,18,12,29,"Econ",1210,12900,"Cauc",1,48785,"Meet","2Month","2Week","N",5,1,"N",6
"M",18,4,"N",0.66,"Y",25,"Cauc",25,20,20,20,10,5,"N",15,17,17,19,17,15,29,"Econ",1210,12900,"Cauc",1,48785,"Meet","2Month","2Week","N",9,1,"N",4
"M",18,6,"N",0.04,"Y",26,"Cauc",15,10,30,10,15,20,"N",19,19,16,16,19,12,29,"Econ",1210,12900,"Cauc",1,48785,"Meet","2Month","2Week","N",6,1,"N",3
"M",18,5,"N",0.18,"Y",25,"Cauc",20,15,25,15,15,10,"N",16,16,18,18,16,16,29,"Econ",1210,12900,"Cauc",1,48785,"Meet","2Month","2Week","N",7,1,"N",4
"M",18,1,"Y",0.29,"Y",24,"Cauc",22,17,15,15,15,16,"Y",15,17,20,15,20,15,29,"Econ",1210,12900,"Cauc",1,48785,"Meet","2Month","2Week","Y",9,1,"N",5
"M",18,2,"N",0.7,"Y",28,"Cauc",35,0,35,10,10,10,"N",22,19,19,9,16,16,29,"Econ",1210,12900,"Cauc",1,48785,"Meet","2Month","2Week","N",6,1,"N",1
"M",18,7,"N",0.5,"Y",26,"Cauc",15,20,15,30,10,10,"N",20,12,20,4,40,4,29,"Econ",1210,12900,"Cauc",1,48785,"Meet","2Month","2Week","N",4,1,"N",3
"M",18,13,"N",0.43,"Y",22,"Cauc",8,20,25,25,12,10,"N",15,17,19,17,17,15,29,"Econ",1210,12900,"Cauc",1,48785,"Meet","2Month","2Week","N",4,1,"N",7
"M",18,3,"N",0.49,"Y",33,"Cauc",20,20,20,10,10,20,"N",16,13,18,18,18,18,29,"Econ",1210,12900,"Cauc",1,48785,"Meet","2Month","2Week","N",4,1,"N",4
"M",18,15,"Y",0.35,"Y",38,"Cauc",15,15,20,15,15,20,"Y",16,18,18,12,18,16,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","Y",6,7,"N",12
"M",18,12,"N",0.18,"N",33,"Black",20,20,20,15,15,10,"N",14,19,19,16,16,16,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","N",5,7,"N",7
"M",18,13,"N",0.1,"Y",24,"Cauc",20,10,20,35,5,10,"N",20,15,20,15,15,15,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","N",5.5,7,"N",2
"M",18,7,"N",-0.18,"Y",28,"Cauc",25,25,25,10,10,5,"N",13,17,17,17,17,17,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","N",6,7,"N",2
"M",18,16,"Y",0.24,"Y",27,"Cauc",25,20,10,20,15,10,"Y",15,15,15,15,22,18,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","Y",6.5,7,"N",1
"M",18,6,"Y",0.42,"Y",23,"Cauc",20,20,20,20,20,0,"Y",17,17,17,17,17,17,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","Y",7,7,"N",3
"M",18,2,"N",0.54,"Y",25,"Cauc",25,20,20,20,10,5,"N",10,19,19,19,19,15,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","N",4,7,"N",1
"M",18,4,"N",0.03,"Y",26,"Cauc",15,10,30,10,15,20,"N",18,18,18,18,18,11,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","N",6,7,"N",0
"M",18,3,"Y",0.34,"Y",25,"Cauc",20,15,25,15,15,10,"Y",14,18,18,16,18,16,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","Y",7,7,"N",1
"M",18,17,"N",0.29,"Y",24,"Cauc",22,17,15,15,15,16,"Y",12,19,19,16,19,16,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","Y",6.5,7,"N",2
"M",18,10,"Y",0.21,"Y",21,"Cauc",20,30,20,20,0,10,"Y",15,19,19,13,19,17,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","Y",7,7,"N",5
"M",18,8,"N",0.59,"N",30,"Asian",10,20,20,10,10,30,"N",20,15,20,15,20,12,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","N",3,7,"N",4
"M",18,18,"N",0.72,"Y",28,"Cauc",35,0,35,10,10,10,"Y",19,16,16,16,16,16,26,"Econ",1460,27230,"Cauc",7,55080,"Say","2Month","2Week","Y",6.5,7,"N",2
"M",18,5,"N",0.34,"Y",26,"Cauc",15,20,15,30,10,10,"N",16,16,18,16,23,11,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","N",6,7,"N",0
"M",18,11,"N",0.25,"Y",22,"Cauc",8,20,25,25,12,10,"N",15,15,20,15,22,15,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","N",5,7,"N",4
"M",18,9,"N",0.27,"Y",24,"Cauc",18,19,16,15,15,17,"N",17,17,15,17,19,17,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","N",5,7,"N",2
"M",18,1,"Y",0.6,"Y",33,"Cauc",20,20,20,10,10,20,"Y",17,13,15,15,20,20,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","Y",6.5,7,"N",7
"M",18,14,"N",0.15,"N",25,"Asian",15,18,18,18,15,16,"N",17,19,19,15,19,11,26,"Econ",1360,26062,"Cauc",7,55080,"Say","2Month","2Week","N",6,7,"N",1
"M",18,12,"N",0.36,"Y",38,"Cauc",15,15,20,15,15,20,"N",17,20,22,12,17,12,31,"Econ",1331,12350,"Cauc",1,52318,"Meet","2Month","SevWeek","N",6,1,"N",7
"M",18,9,"N",0.3,"N",33,"Black",20,20,20,15,15,10,"N",12,18,18,18,18,18,31,"Econ",0,0,"Cauc",1,25589,"Meet","2Month","SevWeek","N",6,1,"N",2
"M",18,10,"N",0.35,"Y",24,"Cauc",20,10,20,35,5,10,"N",17,17,15,15,20,17,31,"Econ",1210,13046,"Cauc",1,48785,"Meet","2Month","SevWeek","N",4,1,"N",7
"M",18,4,"N",0.15,"Y",28,"Cauc",25,25,25,10,10,5,"N",15,20,20,15,20,12,31,"Econ",1210,13046,"Cauc",1,48785,"Meet","2Month","SevWeek","N",3,1,"N",3
"M",18,13,"N",0.26,"Y",27,"Cauc",25,20,10,20,15,10,"N",10,12,15,20,22,20,31,"Econ",1206,22481,"Cauc",1,80006,"Meet","2Month","SevWeek","N",5,1,"N",4
"M",18,3,"N",0.35,"Y",23,"Cauc",20,20,20,20,20,0,"N",13,19,19,15,19,13,31,"Econ",1210,12900,"Cauc",1,48785,"Meet","2Month","SevWeek","N",7,1,"N",8
"M",18,17,"N",0.73,"Y",25,"Cauc",25,20,20,20,10,5,"N",15,17,19,17,19,13,31,"Econ",0,0,"Cauc",1,41547,"Meet","2Month","SevWeek","N",6,1,"N",6
"M",18,1,"N",0.13,"Y",26,"Cauc",15,10,30,10,15,20,"N",16,19,19,16,19,12,31,"Econ",1210,12900,"Cauc",1,48785,"Meet","2Month","SevWeek","N",5,1,"N",5
"M",18,18,"N",0.21,"Y",25,"Cauc",20,15,25,15,15,10,"N",14,19,19,17,17,14,31,"Econ",1331,12350,"Cauc",1,52318,"Meet","2Month","SevWeek","N",6,1,"N",6
"M",18,14,"N",0.22,"Y",24,"Cauc",22,17,15,15,15,16,"N",12,20,20,15,15,20,31,"Econ",1210,13046,"Cauc",1,36594,"Meet","2Month","SevWeek","N",5,1,"N",7
"M",18,7,"Y",0.47,"Y",21,"Cauc",20,30,20,20,0,10,"Y",18,25,25,5,20,8,31,"Econ",1210,13046,"Cauc",1,36594,"Meet","2Month","SevWeek","Y",6,1,"N",10
"M",18,5,"N",0.6,"N",30,"Asian",10,20,20,10,10,30,"N",12,21,21,12,17,17,31,"Econ",1210,13046,"Cauc",1,48785,"Meet","2Month","SevWeek","N",3,1,"N",1
"M",18,15,"N",0.53,"Y",28,"Cauc",35,0,35,10,10,10,"N",17,17,17,13,20,15,31,"Econ",1331,12350,"Cauc",1,52318,"Meet","2Month","SevWeek","N",4,1,"N",3
"M",18,2,"N",0.54,"Y",26,"Cauc",15,20,15,30,10,10,"N",13,24,24,11,24,5,31,"Econ",1210,13046,"Cauc",1,48785,"Meet","2Month","SevWeek","N",5,1,"N",5
"M",18,8,"N",0.42,"Y",22,"Cauc",8,20,25,25,12,10,"N",16,16,16,16,16,18,31,"Econ",1210,12900,"Cauc",1,48785,"Meet","2Month","SevWeek","N",3,1,"N",9
"M",18,6,"N",0.55,"Y",24,"Cauc",18,19,16,15,15,17,"N",14,21,19,14,19,12,31,"Econ",1130,20100,"Cauc",1,55080,"Meet","2Month","SevWeek","N",3,1,"N",7
"M",18,16,"N",0.58,"Y",33,"Cauc",20,20,20,10,10,20,"N",14,21,19,14,19,12,31,"Econ",1331,12350,"Cauc",1,52318,"Meet","2Month","SevWeek","N",3,1,"N",2
"M",18,11,"N",0.11,"N",25,"Asian",15,18,18,18,15,16,"N",18,22,20,12,20,8,31,"Econ",1210,13046,"Cauc",1,36594,"Meet","2Month","SevWeek","N",3,1,"N",6
"M",18,18,"Y",0.14,"N",38,"Cauc",15,15,20,15,15,20,"Y",15,19,19,17,19,11,29,"Math",1210,13046,"Asian",1,36594,"Date","2Month","2Week","Y",7,1,"N",9
"M",18,15,"N",-0.14,"N",33,"Black",20,20,20,15,15,10,"N",14,18,25,11,25,7,29,"Math",1210,13046,"Asian",1,36594,"Date","2Month","2Week","N",4,1,"N",4
"M",18,16,"N",-0.09,"N",24,"Cauc",20,10,20,35,5,10,"Y",14,18,18,18,20,11,29,"Math",1210,13046,"Asian",1,36594,"Date","2Month","2Week","Y",6,1,"N",5
"M",18,10,"N",0.11,"N",28,"Cauc",25,25,25,10,10,5,"Y",13,15,17,19,21,15,29,"Math",1210,13046,"Asian",1,48785,"Date","2Month","2Week","Y",6,1,"N",1
"M",18,1,"N",0.1,"N",27,"Cauc",25,20,10,20,15,10,"Y",7,21,21,19,19,14,29,"Math",1210,13046,"Asian",1,48785,"Date","2Month","2Week","Y",8,1,"N",2
"M",18,9,"N",0.17,"N",23,"Cauc",20,20,20,20,20,0,"Y",15,24,22,10,20,10,29,"Math",1210,13046,"Asian",1,48785,"Date","2Month","2Week","Y",7,1,"N",6
"M",18,5,"N",0.34,"N",25,"Cauc",25,20,20,20,10,5,"N",12,16,21,21,19,12,29,"Math",1210,13046,"Asian",1,48785,"Date","2Month","2Week","N",3,1,"N",4
"M",18,7,"N",-0.36,"N",26,"Cauc",15,10,30,10,15,20,"N",17,17,17,17,20,12,29,"Math",1210,13046,"Asian",1,48785,"Date","2Month","2Week","N",3,1,"N",3
"M",18,6,"N",-0.22,"N",25,"Cauc",20,15,25,15,15,10,"Y",14,18,18,16,18,16,29,"Math",1210,13046,"Asian",1,48785,"Date","2Month","2Week","Y",8,1,"N",4
"M",18,2,"N",0.17,"N",24,"Cauc",22,17,15,15,15,16,"Y",7,19,19,19,19,17,29,"Math",1210,13046,"Asian",1,48785,"Date","2Month","2Week","Y",6,1,"N",5
"M",18,13,"N",-0.05,"N",21,"Cauc",20,30,20,20,0,10,"Y",10,25,20,12,25,8,29,"Math",1210,13046,"Asian",1,36594,"Date","2Month","2Week","Y",7,1,"N",8
"M",18,11,"N",0.21,"Y",30,"Asian",10,20,20,10,10,30,"N",14,23,19,14,14,16,29,"Math",1210,13046,"Asian",1,48785,"Date","2Month","2Week","N",2,1,"N",1
"M",18,3,"N",0.4,"N",28,"Cauc",35,0,35,10,10,10,"Y",14,22,17,14,25,8,29,"Math",1210,13046,"Asian",1,48785,"Date","2Month","2Week","Y",7,1,"N",1
"M",18,8,"N",0.12,"N",26,"Cauc",15,20,15,30,10,10,"N",6,22,25,11,28,8,29,"Math",1210,13046,"Asian",1,48785,"Date","2Month","2Week","N",5,1,"N",3
"M",18,14,"N",-0.18,"N",22,"Cauc",8,20,25,25,12,10,"N",15,20,18,15,18,15,29,"Math",1210,13046,"Asian",1,48785,"Date","2Month","2Week","N",4,1,"N",7
"M",18,12,"N",0.17,"N",24,"Cauc",18,19,16,15,15,17,"Y",11,20,20,16,16,18,29,"Math",1210,13046,"Asian",1,36594,"Date","2Month","2Week","Y",6,1,"N",5
"M",18,4,"N",-0.02,"N",33,"Cauc",20,20,20,10,10,20,"N",10,21,19,17,17,17,29,"Math",1210,13046,"Asian",1,48785,"Date","2Month","2Week","N",4,1,"N",4
"M",18,17,"N",-0.41,"Y",25,"Asian",15,18,18,18,15,16,"Y",15,22,22,15,22,5,29,"Math",1210,13046,"Asian",1,36594,"Date","2Month","2Week","Y",5,1,"N",4
"M",18,11,"N",0.24,"Y",38,"Cauc",15,15,20,15,15,20,"Y",14,20,20,14,20,11,22,"Eng",1400,26019,"Cauc",6,62997,"Say","1Month","1Week","Y",6,6,"N",16
"M",18,8,"N",0.33,"N",33,"Black",20,20,20,15,15,10,"N",10,18,18,18,18,18,22,"Eng",1360,26062,"Cauc",6,55080,"Say","1Month","1Week","N",5,6,"N",11
"M",18,9,"N",-0.14,"Y",24,"Cauc",20,10,20,35,5,10,"Y",15,20,20,17,15,15,22,"Eng",1400,26019,"Cauc",6,62997,"Say","1Month","1Week","Y",6,6,"N",2
"M",18,3,"N",-0.09,"Y",28,"Cauc",25,25,25,10,10,5,"N",12,19,19,19,19,12,22,"Eng",1360,26062,"Cauc",6,55080,"Say","1Month","1Week","N",4,6,"N",6
"M",18,12,"N",0.37,"Y",27,"Cauc",25,20,10,20,15,10,"Y",6,15,18,21,27,12,22,"Eng",1360,26062,"Cauc",6,55080,"Say","1Month","1Week","Y",6,6,"N",5
"M",18,2,"N",0.21,"Y",23,"Cauc",20,20,20,20,20,0,"Y",10,24,22,10,22,12,22,"Eng",1260,24742,"Cauc",6,65693,"Say","1Month","1Week","Y",7,6,"N",1
"M",18,16,"N",-0.14,"Y",25,"Cauc",25,20,20,20,10,5,"Y",12,29,29,12,12,6,22,"Eng",1260,24742,"Cauc",6,65693,"Say","1Month","1Week","Y",6,6,"N",3
"M",18,18,"N",-0.28,"Y",26,"Cauc",15,10,30,10,15,20,"Y",17,19,19,17,17,12,22,"Eng",1400,26019,"Cauc",6,62997,"Say","1Month","1Week","Y",6,6,"N",4
"M",18,17,"N",-0.1,"Y",25,"Cauc",20,15,25,15,15,10,"Y",14,19,19,16,16,16,22,"Eng",1400,26019,"Cauc",6,62997,"Say","1Month","1Week","Y",7,6,"N",3
"M",18,13,"N",0.34,"Y",24,"Cauc",22,17,15,15,15,16,"N",13,21,21,18,15,13,22,"Eng",0,0,"Cauc",6,42096,"Say","1Month","1Week","N",5,6,"N",2
"M",18,6,"N",0.36,"Y",21,"Cauc",20,30,20,20,0,10,"Y",15,24,24,7,24,5,22,"Eng",1460,27230,"Cauc",6,55080,"Say","1Month","1Week","Y",7,6,"N",1
"M",18,4,"N",0.19,"N",30,"Asian",10,20,20,10,10,30,"N",12,21,21,12,17,17,22,"Eng",1360,26062,"Cauc",6,55080,"Say","1Month","1Week","N",3,6,"N",8
"M",18,14,"N",-0.02,"Y",28,"Cauc",35,0,35,10,10,10,"N",21,21,21,12,12,12,22,"Eng",1400,26019,"Cauc",6,62997,"Say","1Month","1Week","N",5,6,"N",6
"M",18,1,"N",0.16,"Y",26,"Cauc",15,20,15,30,10,10,"N",5,26,21,18,24,5,22,"Eng",1360,26062,"Cauc",6,55080,"Say","1Month","1Week","N",5,6,"N",4
"M",18,7,"Y",-0.14,"Y",22,"Cauc",8,20,25,25,12,10,"Y",17,22,17,17,15,12,22,"Eng",1360,26062,"Cauc",6,55080,"Say","1Month","1Week","Y",6,6,"N",0
"M",18,5,"N",0,"Y",24,"Cauc",18,19,16,15,15,17,"N",9,16,19,19,25,12,22,"Eng",0,0,"Cauc",6,26482,"Say","1Month","1Week","N",5,6,"N",2
"M",18,15,"N",0.01,"Y",33,"Cauc",20,20,20,10,10,20,"Y",11,17,17,17,19,19,22,"Eng",1400,26019,"Cauc",6,62997,"Say","1Month","1Week","Y",6,6,"N",11
"M",18,10,"N",-0.12,"N",25,"Asian",15,18,18,18,15,16,"Y",12,22,20,15,18,12,22,"Eng",1100,11360,"Cauc",6,29746,"Say","1Month","1Week","Y",6,6,"N",3
"M",18,9,"N",0.04,"Y",38,"Cauc",15,15,20,15,15,20,"Y",20,20,20,13,17,11,23,"Eng",1450,26170,"Cauc",1,26706,"Meet","1Month","2Week","Y",7,4,"N",15
"M",18,6,"N",-0.16,"N",33,"Black",20,20,20,15,15,10,"N",20,20,15,15,15,15,23,"Eng",1400,26019,"Cauc",1,62997,"Meet","1Month","2Week","N",6,4,"N",10
"M",18,7,"N",0.24,"Y",24,"Cauc",20,10,20,35,5,10,"Y",22,19,16,16,14,14,23,"Eng",0,0,"Cauc",1,56580,"Meet","1Month","2Week","Y",7,4,"N",1
"M",18,1,"Y",-0.16,"Y",28,"Cauc",25,25,25,10,10,5,"Y",19,19,19,14,19,10,23,"Eng",1460,27230,"Cauc",1,55080,"Meet","1Month","2Week","Y",8,4,"N",5
"M",18,10,"Y",0.16,"Y",27,"Cauc",25,20,10,20,15,10,"Y",27,23,18,18,10,5,23,"Eng",0,0,"Cauc",1,41547,"Meet","1Month","2Week","Y",9,4,"N",4
"M",18,18,"Y",0.11,"Y",23,"Cauc",20,20,20,20,20,0,"Y",18,18,16,18,18,12,23,"Eng",0,0,"Cauc",1,55419,"Meet","1Month","2Week","Y",9,4,"N",0
"M",18,14,"Y",0.42,"Y",25,"Cauc",25,20,20,20,10,5,"Y",20,18,18,16,16,14,23,"Eng",1400,26019,"Cauc",1,62997,"Meet","1Month","2Week","Y",8,4,"N",2
"M",18,16,"N",-0.28,"Y",26,"Cauc",15,10,30,10,15,20,"N",18,18,18,18,18,12,23,"Eng",1450,26170,"Cauc",1,26706,"Meet","1Month","2Week","N",6,4,"N",3
"M",18,15,"Y",-0.06,"Y",25,"Cauc",20,15,25,15,15,10,"Y",19,17,17,17,17,15,23,"Eng",0,0,"Cauc",1,62635,"Meet","1Month","2Week","Y",8,4,"N",2
"M",18,11,"N",0.14,"Y",24,"Cauc",22,17,15,15,15,16,"Y",13,18,18,16,18,16,23,"Eng",1450,26170,"Cauc",1,26706,"Meet","1Month","2Week","Y",9,4,"N",1
"M",18,4,"Y",-0.05,"Y",21,"Cauc",20,30,20,20,0,10,"Y",14,18,18,14,18,18,23,"Eng",0,0,"Cauc",1,21597,"Meet","1Month","2Week","Y",9,4,"N",2
"M",18,2,"Y",0.37,"N",30,"Asian",10,20,20,10,10,30,"Y",17,21,21,12,17,12,23,"Eng",1460,27230,"Cauc",1,55080,"Meet","1Month","2Week","Y",6,4,"N",7
"M",18,12,"N",0.85,"Y",28,"Cauc",35,0,35,10,10,10,"Y",22,20,15,15,15,15,23,"Eng",0,0,"Cauc",1,28891,"Meet","1Month","2Week","Y",8,4,"N",5
"M",18,17,"Y",0.18,"Y",26,"Cauc",15,20,15,30,10,10,"Y",19,17,17,17,15,15,23,"Eng",1400,26019,"Cauc",1,62997,"Meet","1Month","2Week","Y",8,4,"N",3
"M",18,5,"N",-0.02,"Y",22,"Cauc",8,20,25,25,12,10,"N",19,19,16,16,16,14,23,"Eng",0,0,"Cauc",1,23361,"Meet","1Month","2Week","N",5,4,"N",1
"M",18,3,"Y",0.1,"Y",24,"Cauc",18,19,16,15,15,17,"Y",18,16,16,16,16,18,23,"Eng",1450,26170,"Cauc",1,55080,"Meet","1Month","2Week","Y",7,4,"N",1
"M",18,13,"N",0.23,"Y",33,"Cauc",20,20,20,10,10,20,"N",16,18,16,14,16,20,23,"Eng",0,0,"Cauc",1,55223,"Meet","1Month","2Week","N",5,4,"N",10
"M",18,8,"N",-0.26,"N",25,"Asian",15,18,18,18,15,16,"N",18,20,18,14,20,9,23,"Eng",1400,26019,"Cauc",1,62997,"Meet","1Month","2Week","N",5,4,"N",2
"M",18,2,"N",0.24,"N",38,"Cauc",15,15,20,15,15,20,"N",14,19,21,14,16,16,30,"PolSci",1130,20100,"Black",1,55080,"Serious","1Month","1Month","N",3,1,"N",8
"M",18,17,"N",0.27,"Y",33,"Black",20,20,20,15,15,10,"N",14,16,19,16,22,14,30,"PolSci",1130,20100,"Black",1,55080,"Serious","1Month","1Month","N",7,1,"N",3
"M",18,18,"N",0.44,"N",24,"Cauc",20,10,20,35,5,10,"N",17,19,17,15,17,15,30,"PolSci",1130,20100,"Black",1,55080,"Serious","1Month","1Month","N",8,1,"N",6
"M",18,12,"N",0.46,"N",28,"Cauc",25,25,25,10,10,5,"N",10,19,19,17,19,17,30,"PolSci",1130,20100,"Black",1,55080,"Serious","1Month","1Month","N",6,1,"N",2
"M",18,3,"N",0.1,"N",27,"Cauc",25,20,10,20,15,10,"N",5,23,21,18,21,13,30,"PolSci",1130,20100,"Black",1,55080,"Serious","1Month","1Month","N",5,1,"N",3
"M",18,11,"N",0.64,"N",23,"Cauc",20,20,20,20,20,0,"N",13,19,19,19,19,13,30,"PolSci",1130,20100,"Black",1,55080,"Serious","1Month","1Month","N",8,1,"N",7
"M",18,7,"N",0.6,"N",25,"Cauc",25,20,20,20,10,5,"N",9,20,22,17,17,15,30,"PolSci",1130,20100,"Black",1,55080,"Serious","1Month","1Month","N",8,1,"N",5
"M",18,9,"N",0.79,"N",26,"Cauc",15,10,30,10,15,20,"N",16,19,19,14,19,14,30,"PolSci",1130,20100,"Black",1,55080,"Serious","1Month","1Month","N",7,1,"N",4
"M",18,8,"N",0.65,"N",25,"Cauc",20,15,25,15,15,10,"Y",14,18,18,16,18,16,30,"PolSci",1130,20100,"Black",1,55080,"Serious","1Month","1Month","Y",7,1,"N",5
"M",18,4,"N",0.18,"N",24,"Cauc",22,17,15,15,15,16,"N",7,19,19,19,19,17,30,"PolSci",1130,20100,"Black",1,55080,"Serious","1Month","1Month","N",3,1,"N",6
"M",18,15,"N",-0.04,"N",21,"Cauc",20,30,20,20,0,10,"Y",19,23,23,5,23,7,30,"PolSci",1130,20100,"Black",1,55080,"Serious","1Month","1Month","Y",8,1,"N",9
"M",18,13,"N",0.44,"N",30,"Asian",10,20,20,10,10,30,"N",12,25,19,19,19,6,30,"PolSci",1130,20100,"Black",1,55080,"Serious","1Month","1Month","N",5,1,"N",0
"M",18,5,"N",0.17,"N",28,"Cauc",35,0,35,10,10,10,"Y",14,22,19,14,22,8,30,"PolSci",1130,20100,"Black",1,55080,"Serious","1Month","1Month","Y",9,1,"N",2
